build,zone,frame,ms
A,Corridor,616,16.09
A,Corridor,617,16.81
A,Corridor,618,15.83
A,Corridor,619,16.44
A,Corridor,620,16.36
A,Corridor,621,16.95
A,Corridor,622,15.32
A,Corridor,623,15.36
A,Corridor,624,16.53
A,Corridor,625,15.49
A,Corridor,626,16.57
A,Corridor,627,15.12
A,Corridor,628,15.01
A,Corridor,629,17.15
A,Corridor,630,18.02
A,Corridor,631,15.86
A,Corridor,632,18.2
A,Corridor,633,16.97
A,Corridor,634,15.85
A,Corridor,635,17.68
A,Corridor,636,16.9
A,Corridor,637,18.06
A,Corridor,638,16.29
A,Corridor,639,18.11
A,Corridor,640,15.2
A,Corridor,641,17.47
A,Corridor,642,18.81
A,Corridor,643,17.65
A,Corridor,644,16.7
A,Corridor,645,17.14
A,Corridor,646,18.02
A,Corridor,647,14.11
A,Corridor,648,16.2
A,Corridor,649,17.45
A,Corridor,650,17.22
A,Corridor,651,14.67
A,Corridor,652,17.11
A,Corridor,653,17.66
A,Corridor,654,15.9
A,Corridor,655,16.66
A,Corridor,656,17.46
A,Corridor,657,17.23
A,Corridor,658,17.78
A,Corridor,659,17.16
A,Corridor,660,14.66
A,Corridor,661,17.23
A,Corridor,662,18.21
A,Corridor,663,16.36
A,Corridor,664,15.86
A,Corridor,665,16.34
A,Corridor,666,14.83
A,Corridor,667,16.77
A,Corridor,668,18.24
A,Corridor,669,18.19
A,Corridor,670,17.5
A,Corridor,671,18.18
A,Corridor,672,15.06
A,Corridor,673,17.08
A,Corridor,674,18.28
A,Corridor,675,16.2
A,Corridor,676,18.07
A,Corridor,677,15.26
A,Corridor,678,16.75
A,Corridor,679,16.57
A,Corridor,680,17.15
A,Corridor,681,18.86
A,Corridor,682,16.14
A,Corridor,683,17.84
A,Corridor,684,15.38
A,Corridor,685,17.03
A,Corridor,686,17.18
A,Corridor,687,17.03
A,Corridor,688,18.08
A,Corridor,689,17.34
A,Corridor,690,17.43
A,Corridor,691,15.22
A,Corridor,692,17.44
A,Corridor,693,14.99
A,Corridor,694,16.62
A,Corridor,695,17.84
A,Corridor,696,17.88
A,Corridor,697,16.51
A,Corridor,698,16.11
A,Corridor,699,15.76
A,Corridor,700,16.71
A,Corridor,701,17.26
A,Corridor,702,18.11
A,Corridor,703,14.79
A,Corridor,704,16.16
A,Corridor,705,19.76
A,Corridor,706,17.74
A,Corridor,707,17.43
A,Corridor,708,17.7
A,Corridor,709,17.13
A,Corridor,710,15.79
A,Corridor,711,16.96
A,Corridor,712,17.9
A,Corridor,713,17.89
A,Corridor,714,14.13
A,Corridor,715,17.36
A,Corridor,716,15.67
A,Corridor,717,17.4
A,Corridor,718,16.62
A,Corridor,719,17.17
A,Corridor,720,16.97
A,Corridor,721,15.87
A,Corridor,722,15.98
A,Corridor,723,16.85
A,Corridor,724,17.28
A,Corridor,725,17.83
A,Corridor,726,15.79
A,Corridor,727,17.8
A,Corridor,728,15.82
A,Corridor,729,18.01
A,Corridor,730,16.15
A,Corridor,731,16.05
A,Corridor,732,17.09
A,Corridor,733,16.35
A,Corridor,734,17.6
A,Corridor,735,16.4
A,Corridor,736,15.25
A,Corridor,737,16.5
A,Corridor,738,15.15
A,Corridor,739,17.3
A,Corridor,740,16.23
A,Corridor,741,17.57
A,Corridor,742,15.74
A,Corridor,743,18.24
A,Corridor,744,17.02
A,Corridor,745,17.65
A,Corridor,746,17.68
A,Corridor,747,16.58
A,Corridor,748,17.1
A,Corridor,749,16.66
A,Corridor,750,17.28
A,Corridor,751,16.6
A,Corridor,752,17.67
A,Corridor,753,16.88
A,Corridor,754,16.12
A,Corridor,755,16.74
A,Corridor,756,18.33
A,Corridor,757,16.99
A,Corridor,758,15.6
A,Corridor,759,18.15
A,Corridor,760,17.94
A,Corridor,761,15.78
A,Corridor,762,18.62
A,Corridor,763,18.64
A,Corridor,764,15.56
A,Corridor,765,17.92
A,Corridor,766,18.37
A,Corridor,767,14.84
A,Corridor,768,18.66
A,Corridor,769,16.33
A,Corridor,770,16.52
A,Corridor,771,16.64
A,Corridor,772,18.51
A,Corridor,773,17.6
A,Corridor,774,16.49
A,Corridor,775,16.84
A,Corridor,776,17.56
A,Corridor,777,15.65
A,Corridor,778,17.32
A,Corridor,779,16.33
A,Corridor,780,19.48
A,Corridor,781,16.81
A,Corridor,782,17.87
A,Corridor,783,17.55
A,Corridor,784,15.31
A,Corridor,785,15.81
A,Corridor,786,16.92
A,Corridor,787,15.87
A,Corridor,788,17.69
A,Corridor,789,15.53
A,Corridor,790,17.71
A,Corridor,791,16.38
A,Corridor,792,15.89
A,Corridor,793,17.35
A,Corridor,794,16.93
A,Corridor,795,17.33
A,Corridor,796,16.38
A,Corridor,797,15.71
A,Corridor,798,14.05
A,Corridor,799,15.55
A,Corridor,800,16.16
A,Corridor,801,16.15
A,Corridor,802,15.19
A,Corridor,803,18.2
A,Corridor,804,16.91
A,Corridor,805,15.55
A,Corridor,806,16.3
A,Corridor,807,16.91
A,Corridor,808,19
A,Corridor,809,16.9
A,Corridor,810,16.43
A,Corridor,811,17.85
A,Corridor,812,17.51
A,Corridor,813,17.41
A,Corridor,814,16.47
A,Corridor,815,18.31
A,Corridor,816,15.03
A,Corridor,817,18.1
A,Corridor,818,16.74
A,Corridor,819,14.8
A,Corridor,820,17.42
A,Corridor,821,16.21
A,Corridor,822,18.35
A,Corridor,823,17.72
A,Corridor,824,18.08
A,Corridor,825,17.51
A,Corridor,826,18.62
A,Corridor,827,18.05
A,Corridor,828,16.14
A,Corridor,829,17.24
A,Corridor,830,17.9
A,Corridor,831,18.62
A,Corridor,832,17.54
A,Corridor,833,15.9
A,Corridor,834,16.48
A,Corridor,835,18.19
A,Corridor,836,16.62
A,Corridor,837,16.79
A,Corridor,838,15.97
A,Corridor,839,16.99
A,Corridor,840,16.36
A,Corridor,841,14.85
A,Corridor,842,18.76
A,Corridor,843,16.7
A,Corridor,844,16.73
A,Corridor,845,15.09
A,Corridor,846,16.5
A,Corridor,847,16.51
A,Corridor,848,18.27
A,Corridor,849,16.64
A,Corridor,850,16.04
A,Corridor,851,18.03
A,Corridor,852,17.49
A,Corridor,853,16.35
A,Corridor,854,19.7
A,Corridor,855,16.24
A,Corridor,856,16.05
A,Corridor,857,19.02
A,Corridor,858,17.3
A,Corridor,859,15.78
A,Corridor,860,17.22
A,Corridor,861,18.79
A,Corridor,862,16.24
A,Corridor,863,16.82
A,Corridor,864,18.42
A,Corridor,865,15.99
A,Corridor,866,15.89
A,Corridor,867,17.46
A,Corridor,868,18.65
A,Corridor,869,17.41
A,Corridor,870,18
A,Corridor,871,16.92
A,Corridor,872,16.74
A,Corridor,873,17.28
A,Corridor,874,17.19
A,Corridor,875,17.46
A,Corridor,876,18.59
A,Corridor,877,16.92
A,Corridor,878,16.73
A,Corridor,879,17.47
A,Corridor,880,17.45
A,Corridor,881,17.46
A,Corridor,882,18.24
A,Corridor,883,16.15
A,Corridor,884,16.34
A,Corridor,885,17.54
A,Corridor,886,15.39
A,Corridor,887,16.14
A,Corridor,888,17.31
A,Corridor,889,16.42
A,Corridor,890,17.91
A,Corridor,891,17.73
A,Corridor,892,16.23
A,Corridor,893,16.69
A,Corridor,894,16.77
A,Corridor,895,18
A,Corridor,896,17.23
A,Corridor,897,17.22
A,Corridor,898,17.72
A,Corridor,899,18.56
A,Corridor,900,17.19
A,Corridor,901,18.41
A,Corridor,902,16.7
A,Corridor,903,18.13
A,Corridor,904,15.53
A,Corridor,905,17.83
A,Corridor,906,16.38
A,Corridor,907,16.13
A,Corridor,908,17.55
A,Corridor,909,18.11
A,Corridor,910,17.06
A,Corridor,911,16.37
A,Corridor,912,18.29
A,Corridor,913,16.64
A,Corridor,914,16.48
A,Corridor,915,16.34
A,Corridor,916,18.13
A,Corridor,917,16.46
A,Corridor,918,17.49
A,Corridor,919,17.23
A,Corridor,920,17.15
A,Corridor,921,15.98
A,Corridor,922,16.72
A,Corridor,923,16.23
A,Corridor,924,16.52
A,Corridor,925,15.54
A,Corridor,926,16.86
A,Corridor,927,16.92
A,Corridor,928,17.14
A,Corridor,929,15.43
A,Corridor,930,16.28
A,Corridor,931,17.26
A,Corridor,932,17.84
A,Corridor,933,16.4
A,Corridor,934,16.11
A,Corridor,935,15.94
A,Corridor,936,16.39
A,Corridor,937,17.51
A,Corridor,938,15.83
A,Corridor,939,17.34
A,Corridor,940,18.3
A,Corridor,941,16.76
A,Corridor,942,17.26
A,Corridor,943,16.46
A,Corridor,944,16.38
A,Corridor,945,17.73
A,Corridor,946,16.37
A,Corridor,947,17.8
A,Corridor,948,17.25
A,Corridor,949,16.47
A,Corridor,950,16.32
A,Corridor,951,15.7
A,Corridor,952,18.25
A,Corridor,953,17.53
A,Corridor,954,16.52
A,Corridor,955,17.97
A,Corridor,956,18.12
A,Corridor,957,15.76
A,Corridor,958,19.4
A,Corridor,959,17.46
A,Corridor,960,15.95
A,Corridor,961,16.88
A,Corridor,962,16.71
A,Corridor,963,16.07
A,Corridor,964,17.14
A,Corridor,965,18.5
A,Corridor,966,18.58
A,Corridor,967,17.84
A,Corridor,968,18.17
A,Corridor,969,18.45
A,Corridor,970,18.57
A,Corridor,971,17.74
A,Corridor,972,16.59
A,Corridor,973,16.37
A,Corridor,974,17.56
A,Corridor,975,17.54
A,Corridor,976,17.16
A,Corridor,977,16.46
A,Corridor,978,16.83
A,Corridor,979,15.54
A,Corridor,980,15.9
A,Corridor,981,16.22
A,Corridor,982,17.42
A,Corridor,983,16.3
A,Corridor,984,17.94
A,Corridor,985,17.9
A,Corridor,986,16.82
A,Corridor,987,15.91
A,Corridor,988,18.47
A,Corridor,989,17.83
A,Corridor,990,17.37
A,Corridor,991,15.98
A,Corridor,992,15.7
A,Corridor,993,15.92
A,Corridor,994,16.6
A,Corridor,995,17.07
A,Corridor,996,16.7
A,Corridor,997,16.87
A,Corridor,998,17.12
A,Corridor,999,17.84
A,Corridor,1000,16.97
A,Corridor,1001,15.48
A,Corridor,1002,18.91
A,Corridor,1003,16.1
A,Corridor,1004,18.25
A,Corridor,1005,15.29
A,Corridor,1006,19.35
A,Corridor,1007,14.92
A,Corridor,1008,18.09
A,Corridor,1009,18.26
A,Corridor,1010,19.33
A,Corridor,1011,15.18
A,Corridor,1012,18.95
A,Corridor,1013,15.62
A,Corridor,1014,16.82
A,Corridor,1015,17.3
A,Corridor,1016,15.48
A,Corridor,1017,18.21
A,Corridor,1018,17.29
A,Corridor,1019,14.83
A,Corridor,1020,16.01
A,Corridor,1021,16.62
A,Corridor,1022,17.27
A,Corridor,1023,16.49
A,Corridor,1024,15.95
A,Corridor,1025,18.25
A,Corridor,1026,15.47
A,Corridor,1027,18.68
A,Corridor,1028,15.44
A,Corridor,1029,17.4
A,Corridor,1030,16.3
A,Corridor,1031,19.62
A,Corridor,1032,18.36
A,Corridor,1033,16.31
A,Corridor,1034,19
A,Corridor,1035,16.25
A,Corridor,1036,15.89
A,Corridor,1037,15.89
A,Corridor,1038,17.07
A,Corridor,1039,17.49
A,Corridor,1040,16.76
A,Corridor,1041,19.13
A,Corridor,1042,15.75
A,Corridor,1043,15.86
A,Corridor,1044,17.99
A,Corridor,1045,17.48
A,Corridor,1046,15.17
A,Corridor,1047,17.35
A,Corridor,1048,16.27
A,Corridor,1049,16.24
A,Corridor,1050,17.06
A,Corridor,1051,17.88
A,Corridor,1052,20.02
A,Corridor,1053,17.34
A,Corridor,1054,16.54
A,Corridor,1055,15.69
A,Corridor,1056,19.02
A,Corridor,1057,15.76
A,Corridor,1058,18.36
A,Corridor,1059,17.04
A,Corridor,1060,18.52
A,Corridor,1061,16.37
A,Corridor,1062,17.19
A,Corridor,1063,16.58
A,Corridor,1064,17.07
A,Corridor,1065,15.72
A,Corridor,1066,14.91
A,Corridor,1067,18.14
A,Corridor,1068,16.46
A,Corridor,1069,17.1
A,Corridor,1070,17.64
A,Corridor,1071,17.93
A,Corridor,1072,16.86
A,Corridor,1073,18.38
A,Corridor,1074,15.79
A,Corridor,1075,16.36
A,Corridor,1076,17.3
A,Corridor,1077,17.43
A,Corridor,1078,16.88
A,Corridor,1079,16.89
A,Corridor,1080,17.56
A,Corridor,1081,18.36
A,Corridor,1082,17.03
A,Corridor,1083,17.34
A,Corridor,1084,16.09
A,Corridor,1085,16.95
A,Corridor,1086,17.81
A,Corridor,1087,17.46
A,Corridor,1088,16
A,Corridor,1089,16.42
A,Corridor,1090,14.89
A,Corridor,1091,15.96
A,Corridor,1092,16.33
A,Corridor,1093,17.23
A,Corridor,1094,16.34
A,Corridor,1095,18.48
A,Corridor,1096,16.77
A,Corridor,1097,15.48
A,Corridor,1098,17.85
A,Corridor,1099,15.28
A,Corridor,1100,15.11
A,Corridor,1101,17.07
A,Corridor,1102,15.03
A,Corridor,1103,17.32
A,Corridor,1104,16.73
A,Corridor,1105,15.98
A,Corridor,1106,18.2
A,Corridor,1107,16.54
A,Corridor,1108,16.4
A,Corridor,1109,16.6
A,Corridor,1110,17.91
A,Corridor,1111,15.6
A,Corridor,1112,16.27
A,Corridor,1113,16.47
A,Corridor,1114,17.68
A,Corridor,1115,18.85
A,Corridor,1116,16.07
A,Corridor,1117,17.63
A,Corridor,1118,16.83
A,Corridor,1119,17.55
A,Corridor,1120,18.78
A,Corridor,1121,19.42
A,Corridor,1122,15.71
A,Corridor,1123,17.38
A,Corridor,1124,16.03
A,Corridor,1125,15.65
A,Corridor,1126,18.48
A,Corridor,1127,16.11
A,Corridor,1128,18.96
A,Corridor,1129,18.11
A,Corridor,1130,17.6
A,Corridor,1131,16.68
A,Corridor,1132,17.96
A,Corridor,1133,15.96
A,Corridor,1134,16.94
A,Corridor,1135,17.69
A,Corridor,1136,17.61
A,Corridor,1137,16.15
A,Corridor,1138,16.82
A,Corridor,1139,17.82
A,Corridor,1140,17.96
A,Corridor,1141,17.26
A,Corridor,1142,16.31
A,Corridor,1143,17.31
A,Corridor,1144,17.15
A,Corridor,1145,17.33
A,Corridor,1146,16.48
A,Corridor,1147,15.78
A,Corridor,1148,16.46
A,Corridor,1149,19.34
A,Corridor,1150,16.04
A,Corridor,1151,18.26
A,Corridor,1152,16.54
A,Corridor,1153,16.96
A,Corridor,1154,16.85
A,Corridor,1155,15.28
A,Corridor,1156,16.02
A,Corridor,1157,18.42
A,Corridor,1158,18.07
A,Corridor,1159,16.21
A,Corridor,1160,17.55
A,Corridor,1161,17.46
A,Corridor,1162,16.64
A,Corridor,1163,17.67
A,Corridor,1164,16.61
A,Corridor,1165,16.72
A,Corridor,1166,15.01
A,Corridor,1167,16.88
A,Corridor,1168,17.55
A,Corridor,1169,18.02
A,Corridor,1170,17.75
A,Corridor,1171,18.44
A,Corridor,1172,17.62
A,Corridor,1173,16.6
A,Corridor,1174,18.42
A,Corridor,1175,17.31
A,Corridor,1176,16.69
A,Corridor,1177,18.4
A,Corridor,1178,15.95
A,Corridor,1179,16.86
A,Corridor,1180,15.77
A,Corridor,1181,17.43
A,Corridor,1182,17.01
A,Corridor,1183,16.37
A,Corridor,1184,18.38
A,Corridor,1185,17.27
A,Corridor,1186,16.27
A,Corridor,1187,16.42
A,Corridor,1188,16.59
A,Corridor,1189,17.11
A,Corridor,1190,17.31
A,Corridor,1191,15.11
A,Corridor,1192,16.1
A,Corridor,1193,17.3
A,Corridor,1194,17.87
A,Corridor,1195,17.74
A,Corridor,1196,16.06
A,Corridor,1197,17.6
A,Corridor,1198,15.99
A,Corridor,1199,17.28
A,Corridor,1200,18.23
A,Corridor,1201,15.29
A,Corridor,1202,13.42
A,Corridor,1203,17.21
A,Corridor,1204,16.2
A,Corridor,1205,15.5
A,Corridor,1206,15.28
A,Corridor,1207,15.77
A,Corridor,1208,17.54
A,Corridor,1209,16.89
A,Corridor,1210,17.14
A,Corridor,1211,16.61
A,Corridor,1212,16.49
A,Corridor,1213,16.27
A,Corridor,1214,17.65
A,Corridor,1215,15.48
A,Corridor,1216,15.53
A,Corridor,1217,17.91
A,Corridor,1218,15.97
A,Corridor,1219,15.67
A,Corridor,1220,16.74
A,Corridor,1221,19.01
A,Corridor,1222,15.59
A,Corridor,1223,15.35
A,Corridor,1224,16.34
A,Corridor,1225,18.68
A,Corridor,1226,15.26
A,Corridor,1227,15.32
A,Corridor,1228,17.82
A,Corridor,1229,16.06
A,Corridor,1230,16.12
A,Corridor,1231,17.41
A,Corridor,1232,16.93
A,Corridor,1233,15.36
A,Corridor,1234,15.5
A,Corridor,1235,15.99
A,Corridor,1236,16.42
A,Corridor,1237,17.01
A,Corridor,1238,17.56
A,Corridor,1239,18.14
A,Corridor,1240,16.82
A,Corridor,1241,17.39
A,Corridor,1242,18.93
A,Corridor,1243,16.33
A,Corridor,1244,17.34
A,Corridor,1245,18.43
A,Corridor,1246,18.61
A,Corridor,1247,17.18
A,Corridor,1248,16.6
A,Corridor,1249,18.92
A,Corridor,1250,19.5
A,Corridor,1251,15.76
A,Corridor,1252,17.86
A,Corridor,1253,17.74
A,Corridor,1254,15.39
A,Corridor,1255,15.74
A,Corridor,1256,14.43
A,Corridor,1257,16.96
A,Corridor,1258,17.55
A,Corridor,1259,17.09
A,Corridor,1260,17.03
A,Corridor,1261,17.45
A,Corridor,1262,16.04
A,Corridor,1263,16.73
A,Corridor,1264,17.61
A,Corridor,1265,17.03
A,Corridor,1266,16.48
A,Corridor,1267,16.28
A,Corridor,1268,16.28
A,Corridor,1269,17.18
A,Corridor,1270,17.01
A,Corridor,1271,16.44
A,Corridor,1272,16.73
A,Corridor,1273,16.64
A,Corridor,1274,16.96
A,Corridor,1275,17.07
A,Corridor,1276,15.87
A,Corridor,1277,15.73
A,Corridor,1278,16.97
A,Corridor,1279,18.15
A,Corridor,1280,16.36
A,Corridor,1281,16.16
A,Corridor,1282,16.88
A,Corridor,1283,16.16
A,Corridor,1284,14.06
A,Corridor,1285,16.72
A,Corridor,1286,17.71
A,Corridor,1287,17.01
A,Corridor,1288,15.84
A,Corridor,1289,16.32
A,Corridor,1290,14.73
A,Corridor,1291,16.8
A,Corridor,1292,16.72
A,Corridor,1293,16.85
A,Corridor,1294,16.72
A,Corridor,1295,17.37
A,Corridor,1296,17.83
A,Corridor,1297,17.22
A,Corridor,1298,18.04
A,Corridor,1299,17.11
A,Corridor,1300,16.42
A,Corridor,1301,17.84
A,Corridor,1302,18.48
A,Corridor,1303,16.85
A,Corridor,1304,17.42
A,Corridor,1305,15.5
A,Corridor,1306,16.17
A,Corridor,1307,16.93
A,Corridor,1308,17.54
A,Corridor,1309,16.24
A,Corridor,1310,16.84
A,Corridor,1311,15.58
A,Corridor,1312,15.61
A,Corridor,1313,18.28
A,Corridor,1314,15.65
A,Corridor,1315,16.58
A,Corridor,1316,15.92
A,Corridor,1317,16.61
A,Corridor,1318,16.28
A,Corridor,1319,16.13
A,Corridor,1320,17.8
A,Corridor,1321,16.84
A,Corridor,1322,17.87
A,Corridor,1323,15.77
A,Corridor,1324,18.79
A,Corridor,1325,16.1
A,Corridor,1326,18.05
A,Corridor,1327,16.51
A,Corridor,1328,15.78
A,Corridor,1329,16.52
A,Corridor,1330,18.5
A,Corridor,1331,16.45
A,Corridor,1332,16.51
A,Corridor,1333,17.73
A,Corridor,1334,17.28
A,Corridor,1335,16.94
A,Corridor,1336,17.02
A,Corridor,1337,17.68
A,Corridor,1338,18.63
A,Corridor,1339,15.93
A,Corridor,1340,16.11
A,Corridor,1341,19.29
A,Corridor,1342,15.24
A,Corridor,1343,17.43
A,Corridor,1344,16.37
A,Corridor,1345,18.1
A,Corridor,1346,17.58
A,Corridor,1347,18.01
A,Corridor,1348,17.82
A,Corridor,1349,16.22
A,Corridor,1350,18.07
A,Corridor,1351,17.21
A,Corridor,1352,18.75
A,Corridor,1353,17.4
A,Corridor,1354,16.25
A,Corridor,1355,17.36
A,Corridor,1356,15.11
A,Corridor,1357,16.2
A,Corridor,1358,17.86
A,Corridor,1359,17.98
A,Corridor,1360,17.59
A,Corridor,1361,16.65
A,Corridor,1362,18.39
A,Corridor,1363,15.84
A,Corridor,1364,19.18
A,Corridor,1365,17.7
A,Corridor,1366,18.08
A,Corridor,1367,15.58
A,Corridor,1368,16.83
A,Corridor,1369,17.21
A,Corridor,1370,16.91
A,Corridor,1371,18.43
A,Corridor,1372,15.97
A,Corridor,1373,15.82
A,Corridor,1374,17.24
A,Corridor,1375,18.15
A,Corridor,1376,16.4
A,Corridor,1377,19
A,Corridor,1378,15.88
A,Corridor,1379,15.84
A,Corridor,1380,17.68
A,Corridor,1381,16.96
A,Corridor,1382,16.93
A,Corridor,1383,18.41
A,Corridor,1384,16.88
A,Corridor,1385,18.45
A,Corridor,1386,17.07
A,Corridor,1387,15.46
A,Corridor,1388,17.55
A,Corridor,1389,16.61
A,Corridor,1390,16.94
A,Corridor,1391,18
A,Corridor,1392,17.75
A,Corridor,1393,18.37
A,Corridor,1394,16.34
A,Corridor,1395,18.07
A,Corridor,1396,16.2
A,Corridor,1397,17.81
A,Corridor,1398,18.47
A,Corridor,1399,14.47
A,Corridor,1400,17.68
A,Corridor,1401,15.54
A,Corridor,1402,15.46
A,Corridor,1403,14.92
A,Corridor,1404,17.93
A,Corridor,1405,17.42
A,Corridor,1406,16.56
A,Corridor,1407,17.71
A,Corridor,1408,16.8
A,Corridor,1409,16.26
A,Corridor,1410,16.62
A,Corridor,1411,18.38
A,Corridor,1412,17.63
A,Corridor,1413,16.36
A,Corridor,1414,17.82
A,Corridor,1415,17.38
A,Corridor,1416,18.73
A,Corridor,1417,18.21
A,Corridor,1418,17.72
A,Corridor,1419,17.45
A,Corridor,1420,17.92
A,Corridor,1421,16.16
A,Corridor,1422,17.06
A,Corridor,1423,17.33
A,Corridor,1424,16.51
A,Corridor,1425,16.42
A,Corridor,1426,15.62
A,Corridor,1427,15.59
A,Corridor,1428,16.19
A,Corridor,1429,17.5
A,Corridor,1430,16.61
A,Corridor,1431,19.5
A,Corridor,1432,18.6
A,Corridor,1433,17.09
A,Corridor,1434,18.18
A,Corridor,1435,18.72
A,Corridor,1436,14.48
A,Corridor,1437,16.6
A,Corridor,1438,18.3
A,Corridor,1439,16.64
A,Corridor,1440,19.05
A,Corridor,1441,15.9
A,Corridor,1442,17.01
A,Corridor,1443,17.79
A,Corridor,1444,15
A,Corridor,1445,17.16
A,Corridor,1446,16.84
A,Corridor,1447,17.24
A,Corridor,1448,17.13
A,Corridor,1449,17.13
A,Corridor,1450,18.08
A,Corridor,1451,16.74
A,Corridor,1452,16.34
A,Corridor,1453,17.97
A,Corridor,1454,17.18
A,Corridor,1455,16.85
A,Corridor,1456,15.68
A,Corridor,1457,16.68
A,Corridor,1458,17.08
A,Corridor,1459,16.25
A,Corridor,1460,16.04
A,Corridor,1461,16.22
A,Corridor,1462,15.95
A,Corridor,1463,16.13
A,Corridor,1464,17.16
A,Corridor,1465,16.38
A,Corridor,1466,15.72
A,Corridor,1467,16.43
A,Corridor,1468,17.06
A,Corridor,1469,15.09
A,Corridor,1470,16.49
A,Corridor,1471,17.77
A,Corridor,1472,17.5
A,Corridor,1473,16.61
A,Corridor,1474,17.04
A,Corridor,1475,15.91
A,Corridor,1476,16.75
A,Corridor,1477,18.28
A,Corridor,1478,18.38
A,Corridor,1479,19.48
A,Corridor,1480,16.01
A,Corridor,1481,17.24
A,Corridor,1482,19.08
A,Corridor,1483,15.41
A,Corridor,1484,18.33
A,Corridor,1485,16.55
A,Corridor,1486,18.57
A,Corridor,1487,18.05
A,Corridor,1488,17.98
A,Corridor,1489,17.34
A,Corridor,1490,16.66
A,Corridor,1491,17.18
A,Corridor,1492,17.19
A,Corridor,1493,17.27
A,Corridor,1494,17.48
A,Corridor,1495,18.12
A,Corridor,1496,16.44
A,Corridor,1497,18.45
A,Corridor,1498,17.11
A,Corridor,1499,16.89
A,Corridor,1500,19.21
A,Gantry,1,17.31
A,Gantry,2,17.68
A,Gantry,3,15.93
A,Gantry,4,16.53
A,Gantry,5,16.65
A,Gantry,6,16.49
A,Gantry,7,17.57
A,Gantry,8,15.81
A,Gantry,9,18.07
A,Gantry,10,16.55
A,Gantry,11,17.06
A,Gantry,12,16.76
A,Gantry,13,17.1
A,Gantry,14,16.59
A,Gantry,15,17.67
A,Gantry,16,17.43
A,Gantry,17,17.83
A,Gantry,18,17.7
A,Gantry,19,16.48
A,Gantry,20,17.48
A,Gantry,21,17.29
A,Gantry,22,17.2
A,Gantry,23,19.63
A,Gantry,24,16.58
A,Gantry,25,16.85
A,Gantry,26,17.96
A,Gantry,27,17.59
A,Gantry,28,16.73
A,Gantry,29,17.29
A,Gantry,30,18.01
A,Gantry,31,18.05
A,Gantry,32,15.63
A,Gantry,33,19.02
A,Gantry,34,16.85
A,Gantry,35,18.03
A,Gantry,36,15.06
A,Gantry,37,17.5
A,Gantry,38,18.5
A,Gantry,39,17.56
A,Gantry,40,18.32
A,Gantry,41,16.51
A,Gantry,42,15.71
A,Gantry,43,17.87
A,Gantry,44,16.04
A,Gantry,45,16.87
A,Gantry,46,17.16
A,Gantry,47,17.17
A,Gantry,48,19.11
A,Gantry,49,16.82
A,Gantry,50,17.14
A,Gantry,51,19.45
A,Gantry,52,15.76
A,Gantry,53,17.06
A,Gantry,54,17.96
A,Gantry,55,16.81
A,Gantry,56,16.72
A,Gantry,57,16.27
A,Gantry,58,16.42
A,Gantry,59,16.2
A,Gantry,60,17.88
A,Gantry,61,19.38
A,Gantry,62,17.05
A,Gantry,63,16.52
A,Gantry,64,16.97
A,Gantry,65,16.64
A,Gantry,66,16.39
A,Gantry,67,17.14
A,Gantry,68,15.69
A,Gantry,69,17.52
A,Gantry,70,17.22
A,Gantry,71,16.69
A,Gantry,72,16.89
A,Gantry,73,17.33
A,Gantry,74,17.28
A,Gantry,75,16.38
A,Gantry,76,17.61
A,Gantry,77,17.39
A,Gantry,78,16.74
A,Gantry,79,19.17
A,Gantry,80,16.43
A,Gantry,81,17.92
A,Gantry,82,16
A,Gantry,83,17.08
A,Gantry,84,17.1
A,Gantry,85,18.26
A,Gantry,86,16.48
A,Gantry,87,16.49
A,Gantry,88,17.57
A,Gantry,89,17.61
A,Gantry,90,16.94
A,Gantry,91,17.28
A,Gantry,92,16.77
A,Gantry,93,16.54
A,Gantry,94,17.12
A,Gantry,95,17.14
A,Gantry,96,16.79
A,Gantry,97,17.13
A,Gantry,98,16.68
A,Gantry,99,15.42
A,Gantry,100,16.99
A,Gantry,101,15.75
A,Gantry,102,17.39
A,Gantry,103,17.02
A,Gantry,104,16.51
A,Gantry,105,18.12
A,Gantry,106,17.64
A,Gantry,107,18.08
A,Gantry,108,16.2
A,Gantry,109,14.56
A,Gantry,110,17.32
A,Gantry,111,17.41
A,Gantry,112,16.05
A,Gantry,113,17.2
A,Gantry,114,16.32
A,Gantry,115,17.64
A,Gantry,116,16.52
A,Gantry,117,16.85
A,Gantry,118,17.4
A,Gantry,119,17.53
A,Gantry,120,16.46
A,Gantry,121,16.24
A,Gantry,122,16.73
A,Gantry,123,16.92
A,Gantry,124,14.9
A,Gantry,125,16.59
A,Gantry,126,16.35
A,Gantry,127,16.27
A,Gantry,128,16.44
A,Gantry,129,18.83
A,Gantry,130,16.64
A,Gantry,131,16.94
A,Gantry,132,18.54
A,Gantry,133,15.48
A,Gantry,134,17.48
A,Gantry,135,17.8
A,Gantry,136,17.13
A,Gantry,137,16.64
A,Gantry,138,16.94
A,Gantry,139,18.44
A,Gantry,140,14.79
A,Gantry,141,17.26
A,Gantry,142,17.13
A,Gantry,143,18.16
A,Gantry,144,18.28
A,Gantry,145,18.17
A,Gantry,146,16.4
A,Gantry,147,19.24
A,Gantry,148,18.01
A,Gantry,149,17.81
A,Gantry,150,18.38
A,Gantry,151,16.89
A,Gantry,152,16.9
A,Gantry,153,15.46
